--- Hasil Analisis Kinerja Solver ---

Konfigurasi      : 3.txt (30x30, 135 bom)
Solver Digunakan : Classic Greedy
Jumlah Percobaan : 1000

--- Ringkasan Statistik ---
Jumlah Keberhasilan: 490 (49.00%)
Jumlah Kegagalan   : 510
Rata-rata Waktu    : 22.60 ms (untuk percobaan yang berhasil)
Rata-rata Langkah  : 401.51 langkah (untuk percobaan yang berhasil)

--- Rincian Percobaan yang Berhasil ---
Percobaan #179: Waktu = 26 ms, Langkah = 412
Percobaan #180: Waktu = 21 ms, Langkah = 402
Percobaan #181: Waktu = 27 ms, Langkah = 412
Percobaan #182: Waktu = 24 ms, Langkah = 402
Percobaan #183: Waktu = 25 ms, Langkah = 417
Percobaan #184: Waktu = 24 ms, Langkah = 410
Percobaan #185: Waktu = 18 ms, Langkah = 383
Percobaan #186: Waktu = 22 ms, Langkah = 436
Percobaan #187: Waktu = 22 ms, Langkah = 348
Percobaan #188: Waktu = 21 ms, Langkah = 351
Percobaan #189: Waktu = 24 ms, Langkah = 379
Percobaan #190: Waktu = 26 ms, Langkah = 450
Percobaan #191: Waktu = 22 ms, Langkah = 387
Percobaan #192: Waktu = 24 ms, Langkah = 417
Percobaan #193: Waktu = 21 ms, Langkah = 404
Percobaan #194: Waktu = 23 ms, Langkah = 446
Percobaan #195: Waktu = 25 ms, Langkah = 444
Percobaan #196: Waktu = 19 ms, Langkah = 373
Percobaan #197: Waktu = 20 ms, Langkah = 347
Percobaan #198: Waktu = 19 ms, Langkah = 401
Percobaan #199: Waktu = 22 ms, Langkah = 441
Percobaan #200: Waktu = 21 ms, Langkah = 416
Percobaan #201: Waktu = 20 ms, Langkah = 382
Percobaan #202: Waktu = 20 ms, Langkah = 440
Percobaan #203: Waktu = 21 ms, Langkah = 424
Percobaan #204: Waktu = 19 ms, Langkah = 396
Percobaan #205: Waktu = 19 ms, Langkah = 400
Percobaan #206: Waktu = 19 ms, Langkah = 374
Percobaan #207: Waktu = 18 ms, Langkah = 365
Percobaan #208: Waktu = 25 ms, Langkah = 426
Percobaan #209: Waktu = 19 ms, Langkah = 365
Percobaan #210: Waktu = 19 ms, Langkah = 361
Percobaan #211: Waktu = 20 ms, Langkah = 384
Percobaan #212: Waktu = 21 ms, Langkah = 405
Percobaan #213: Waktu = 20 ms, Langkah = 429
Percobaan #214: Waktu = 18 ms, Langkah = 374
Percobaan #215: Waktu = 20 ms, Langkah = 410
Percobaan #216: Waktu = 20 ms, Langkah = 410
Percobaan #217: Waktu = 21 ms, Langkah = 387
Percobaan #218: Waktu = 20 ms, Langkah = 405
Percobaan #219: Waktu = 18 ms, Langkah = 386
Percobaan #220: Waktu = 22 ms, Langkah = 446
Percobaan #221: Waktu = 20 ms, Langkah = 397
Percobaan #222: Waktu = 18 ms, Langkah = 384
Percobaan #223: Waktu = 20 ms, Langkah = 393
Percobaan #224: Waktu = 19 ms, Langkah = 373
Percobaan #225: Waktu = 21 ms, Langkah = 432
Percobaan #226: Waktu = 19 ms, Langkah = 376
Percobaan #227: Waktu = 23 ms, Langkah = 442
Percobaan #228: Waktu = 19 ms, Langkah = 357
Percobaan #229: Waktu = 21 ms, Langkah = 413
Percobaan #230: Waktu = 18 ms, Langkah = 368
Percobaan #231: Waktu = 22 ms, Langkah = 391
Percobaan #232: Waktu = 20 ms, Langkah = 422
Percobaan #233: Waktu = 19 ms, Langkah = 366
Percobaan #234: Waktu = 20 ms, Langkah = 372
Percobaan #235: Waktu = 18 ms, Langkah = 391
Percobaan #236: Waktu = 21 ms, Langkah = 405
Percobaan #237: Waktu = 18 ms, Langkah = 385
Percobaan #238: Waktu = 21 ms, Langkah = 407
Percobaan #239: Waktu = 18 ms, Langkah = 348
Percobaan #240: Waktu = 20 ms, Langkah = 419
Percobaan #241: Waktu = 19 ms, Langkah = 382
Percobaan #242: Waktu = 20 ms, Langkah = 372
Percobaan #243: Waktu = 21 ms, Langkah = 413
Percobaan #244: Waktu = 24 ms, Langkah = 432
Percobaan #245: Waktu = 22 ms, Langkah = 427
Percobaan #246: Waktu = 19 ms, Langkah = 369
Percobaan #247: Waktu = 20 ms, Langkah = 420
Percobaan #248: Waktu = 20 ms, Langkah = 417
Percobaan #249: Waktu = 21 ms, Langkah = 401
Percobaan #250: Waktu = 20 ms, Langkah = 388
Percobaan #251: Waktu = 22 ms, Langkah = 408
Percobaan #252: Waktu = 20 ms, Langkah = 386
Percobaan #253: Waktu = 19 ms, Langkah = 411
Percobaan #254: Waktu = 22 ms, Langkah = 454
Percobaan #255: Waktu = 19 ms, Langkah = 400
Percobaan #256: Waktu = 21 ms, Langkah = 432
Percobaan #257: Waktu = 21 ms, Langkah = 406
Percobaan #258: Waktu = 20 ms, Langkah = 392
Percobaan #259: Waktu = 24 ms, Langkah = 451
Percobaan #260: Waktu = 20 ms, Langkah = 406
Percobaan #261: Waktu = 19 ms, Langkah = 391
Percobaan #262: Waktu = 20 ms, Langkah = 424
Percobaan #263: Waktu = 21 ms, Langkah = 429
Percobaan #264: Waktu = 18 ms, Langkah = 406
Percobaan #265: Waktu = 20 ms, Langkah = 442
Percobaan #266: Waktu = 21 ms, Langkah = 436
Percobaan #267: Waktu = 21 ms, Langkah = 403
Percobaan #268: Waktu = 18 ms, Langkah = 407
Percobaan #269: Waktu = 21 ms, Langkah = 426
Percobaan #270: Waktu = 26 ms, Langkah = 423
Percobaan #271: Waktu = 22 ms, Langkah = 405
Percobaan #272: Waktu = 19 ms, Langkah = 400
Percobaan #273: Waktu = 19 ms, Langkah = 365
Percobaan #274: Waktu = 22 ms, Langkah = 413
Percobaan #275: Waktu = 21 ms, Langkah = 398
Percobaan #276: Waktu = 20 ms, Langkah = 385
Percobaan #277: Waktu = 20 ms, Langkah = 397
Percobaan #278: Waktu = 22 ms, Langkah = 407
Percobaan #279: Waktu = 21 ms, Langkah = 420
Percobaan #280: Waktu = 17 ms, Langkah = 372
Percobaan #281: Waktu = 21 ms, Langkah = 440
Percobaan #282: Waktu = 23 ms, Langkah = 433
Percobaan #283: Waktu = 20 ms, Langkah = 407
Percobaan #284: Waktu = 17 ms, Langkah = 358
Percobaan #285: Waktu = 17 ms, Langkah = 404
Percobaan #286: Waktu = 23 ms, Langkah = 426
Percobaan #287: Waktu = 21 ms, Langkah = 396
Percobaan #288: Waktu = 17 ms, Langkah = 400
Percobaan #289: Waktu = 22 ms, Langkah = 416
Percobaan #290: Waktu = 26 ms, Langkah = 408
Percobaan #291: Waktu = 33 ms, Langkah = 435
Percobaan #292: Waktu = 35 ms, Langkah = 461
Percobaan #293: Waktu = 28 ms, Langkah = 381
Percobaan #294: Waktu = 18 ms, Langkah = 354
Percobaan #295: Waktu = 23 ms, Langkah = 405
Percobaan #296: Waktu = 21 ms, Langkah = 401
Percobaan #297: Waktu = 23 ms, Langkah = 377
Percobaan #298: Waktu = 25 ms, Langkah = 439
Percobaan #299: Waktu = 23 ms, Langkah = 383
Percobaan #300: Waktu = 22 ms, Langkah = 379
Percobaan #301: Waktu = 23 ms, Langkah = 431
Percobaan #302: Waktu = 22 ms, Langkah = 405
Percobaan #303: Waktu = 22 ms, Langkah = 427
Percobaan #304: Waktu = 21 ms, Langkah = 414
Percobaan #305: Waktu = 21 ms, Langkah = 379
Percobaan #306: Waktu = 20 ms, Langkah = 402
Percobaan #307: Waktu = 21 ms, Langkah = 395
Percobaan #308: Waktu = 18 ms, Langkah = 355
Percobaan #309: Waktu = 32 ms, Langkah = 491
Percobaan #310: Waktu = 21 ms, Langkah = 438
Percobaan #311: Waktu = 20 ms, Langkah = 389
Percobaan #312: Waktu = 20 ms, Langkah = 376
Percobaan #313: Waktu = 19 ms, Langkah = 403
Percobaan #314: Waktu = 19 ms, Langkah = 380
Percobaan #315: Waktu = 18 ms, Langkah = 393
Percobaan #316: Waktu = 17 ms, Langkah = 343
Percobaan #317: Waktu = 30 ms, Langkah = 416
Percobaan #318: Waktu = 21 ms, Langkah = 398
Percobaan #319: Waktu = 20 ms, Langkah = 388
Percobaan #320: Waktu = 21 ms, Langkah = 421
Percobaan #321: Waktu = 19 ms, Langkah = 360
Percobaan #322: Waktu = 19 ms, Langkah = 375
Percobaan #323: Waktu = 19 ms, Langkah = 370
Percobaan #324: Waktu = 22 ms, Langkah = 403
Percobaan #325: Waktu = 19 ms, Langkah = 409
Percobaan #326: Waktu = 20 ms, Langkah = 397
Percobaan #327: Waktu = 19 ms, Langkah = 397
Percobaan #328: Waktu = 21 ms, Langkah = 427
Percobaan #329: Waktu = 19 ms, Langkah = 382
Percobaan #330: Waktu = 21 ms, Langkah = 387
Percobaan #331: Waktu = 16 ms, Langkah = 375
Percobaan #332: Waktu = 22 ms, Langkah = 410
Percobaan #333: Waktu = 18 ms, Langkah = 406
Percobaan #334: Waktu = 20 ms, Langkah = 421
Percobaan #335: Waktu = 22 ms, Langkah = 452
Percobaan #336: Waktu = 21 ms, Langkah = 394
Percobaan #337: Waktu = 18 ms, Langkah = 389
Percobaan #338: Waktu = 19 ms, Langkah = 385
Percobaan #339: Waktu = 24 ms, Langkah = 415
Percobaan #340: Waktu = 20 ms, Langkah = 416
Percobaan #341: Waktu = 19 ms, Langkah = 410
Percobaan #342: Waktu = 21 ms, Langkah = 394
Percobaan #343: Waktu = 22 ms, Langkah = 394
Percobaan #344: Waktu = 18 ms, Langkah = 369
Percobaan #345: Waktu = 19 ms, Langkah = 399
Percobaan #346: Waktu = 23 ms, Langkah = 420
Percobaan #347: Waktu = 19 ms, Langkah = 389
Percobaan #348: Waktu = 22 ms, Langkah = 382
Percobaan #349: Waktu = 22 ms, Langkah = 375
Percobaan #350: Waktu = 23 ms, Langkah = 435
Percobaan #351: Waktu = 16 ms, Langkah = 367
Percobaan #352: Waktu = 21 ms, Langkah = 437
Percobaan #353: Waktu = 21 ms, Langkah = 393
Percobaan #354: Waktu = 21 ms, Langkah = 385
Percobaan #355: Waktu = 19 ms, Langkah = 380
Percobaan #356: Waktu = 20 ms, Langkah = 412
Percobaan #357: Waktu = 20 ms, Langkah = 408
Percobaan #358: Waktu = 21 ms, Langkah = 413
Percobaan #359: Waktu = 19 ms, Langkah = 405
Percobaan #360: Waktu = 19 ms, Langkah = 379
Percobaan #361: Waktu = 19 ms, Langkah = 400
Percobaan #362: Waktu = 21 ms, Langkah = 420
Percobaan #363: Waktu = 22 ms, Langkah = 407
Percobaan #364: Waktu = 21 ms, Langkah = 370
Percobaan #365: Waktu = 22 ms, Langkah = 409
Percobaan #366: Waktu = 18 ms, Langkah = 377
Percobaan #367: Waktu = 22 ms, Langkah = 401
Percobaan #368: Waktu = 33 ms, Langkah = 438
Percobaan #369: Waktu = 21 ms, Langkah = 385
Percobaan #370: Waktu = 21 ms, Langkah = 380
Percobaan #371: Waktu = 19 ms, Langkah = 375
Percobaan #372: Waktu = 17 ms, Langkah = 371
Percobaan #373: Waktu = 21 ms, Langkah = 425
Percobaan #374: Waktu = 21 ms, Langkah = 411
Percobaan #375: Waktu = 18 ms, Langkah = 383
Percobaan #376: Waktu = 20 ms, Langkah = 368
Percobaan #377: Waktu = 21 ms, Langkah = 426
Percobaan #378: Waktu = 23 ms, Langkah = 453
Percobaan #379: Waktu = 21 ms, Langkah = 426
